Sorszám,Adószám,,,Név,Székhely,Felajánlott összeg (Ft),Felajánlók száma (fő),Havi bruttó átlagbér (Ft)
18509,19091086,1,13,"Mészáros Dojo Harcművészeti Sportegyesület, Vác",2600 VÁC JÉGVIRÁG UTCA 38.,"102,309",6,"947,306"
18510,18987650,1,8,Mészáros Károly Erdészeti Felsőoktatási Emlékalapítvány,9400 SOPRON ADY ENDRE U. 5,"276,626",15,"1,024,541"
18511,18394836,1,4,MÉSZÁROS RÓBERT EMLÉK ALAPÍTVÁNY,5700 GYULA KOSSUTH TÉR 5,"21,953",1,"1,219,611"
18512,19358394,1,6,Mészáros Zoltán Emlékére Szociális Alapítvány,6640 CSONGRÁD KOSSUTH TÉR 7.,"59,369",4,"824,569"
18513,18938474,1,19,Mészáros-Ábrahám Alapítvány,8330 SÜMEG MÁRTÍROK ÚT 1-3.,"23,451",2,"651,417"
18514,18331121,1,2,MESZESÉRT ALAPÍTVÁNY,7629 PÉCS KOMLÓI ÚT 58.,"651,695",54,"670,468"
18515,18030332,2,41,MÉSZÖLY FOCISULI SPORTEGYESÜLET,1038 BUDAPEST VALÉRIA UTCA 13. V.em. 505.ajtó,"1,214,078",91,"741,195"
18516,18255944,1,41,MÉSZÖLY MIKLÓS EGYESÜLET,1053 BUDAPEST KÁROLYI UTCA 16.,"149,554",7,"1,186,937"
18517,18298716,1,14,Mesztegnyő fejlődéséért Egyesület,8716 MESZTEGNYŐ VÖRÖSMARTY UTCA 26.,"31,044",6,"287,444"
18518,18873894,1,14,MESZTEGNYŐI BÁRKA ALAPÍTVÁNY,8716 MESZTEGNYŐ ADY ENDRE UTCA 12.,"424,590",24,"982,847"
18519,18030583,1,14,MESZTEGNYŐI ÓVODÁÉRT EGYESÜLET,8716 MESZTEGNYŐ KOSSUTH LAJOS UTCA 35.,"201,717",19,"589,816"
18520,18779185,1,14,MESZTEGNYŐI POLGÁRŐR EGYESÜLET,8716 MESZTEGNYŐ SZABADSÁG TÉR 6.,"82,104",13,"350,872"
18521,19962289,1,14,Mesztegnyői Sport Horgász Egyesület,8716 MESZTEGNYŐ VÖRÖSMARTY UTCA 94.,"131,900",14,"523,413"
18522,19675709,1,42,METALLOGLOBUS JOSZOLGÁLATI ALAPITVÁNY,1106 BUDAPEST JÁSZBERÉNYI ÚT 57.,"194,227",4,"2,697,597"
18523,18185841,1,42,METAMORFÓZIS EGYESÜLET,1104 BUDAPEST MÁDI UTCA 125/C. II.em. 7.a.,"9,962",1,"553,444"
18524,18622265,1,19,Metamorphoses Meseterápiás Egyesület,8255 BALATONRENDES TEMPLOM UTCA 5.,"89,564",10,"497,578"
18525,18398847,1,41,METEOR DANCE TÁNCSPORT EGYESÜLET,1048 BUDAPEST CSÍKSOMLYÓ UTCA 5. 3.em. 19.a.,"27,595",2,"766,528"
18526,19890287,1,11,Meteor Természetbarát Egyesület,2500 ESZTERGOM BÁNOMI LAKÓTELEP 9.lh. IV.em. 3.ajtó,"261,265",22,"659,760"
18527,19201601,1,14,METEOR Természetbarát Turista Egyesület Kaposvár,7400 KAPOSVÁR VESZPRÉM UTCA 15.,"179,377",19,"524,494"
18528,18395428,1,4,METEOR Természetjáró Közhasznú Egyesület,5600 BÉKÉSCSABA ANDRÁSSY ÚT 3-5,"182,864",15,"677,274"
18529,18471935,1,42,Meteora Mászócsapat,1172 BUDAPEST XXIII. UTCA 9.,"80,894",5,"898,822"
18530,19802518,1,13,METEOR Természetbarátok Turista Egyesülete,2120 DUNAKESZI PIHENŐ SÉTÁNY 74.,"721,494",66,"607,318"
18531,18261743,1,42,Metis Női Futball Club,1144 BUDAPEST SZENTMIHÁLYI ÚT 12-14. 5.EM.em. 127.ajtó,"345,582",27,"711,074"
18532,19504760,1,8,MET-NA Sportegyesület Veszkény,9352 VESZKÉNY KÁLVÁRIA UTCA 1.,"93,696",7,"743,619"
18533,18289110,1,8,Metőc Parti Falufejlesztő Egyesület Egyházasfalu,9473 EGYHÁZASFALU FŐ U. 19,"62,929",7,"499,437"
18534,18654147,1,13,Metronóm Zenei Egyesület,2440 SZÁZHALOMBATTA BERZSENYI DÁNIEL UTCA 1.,"401,478",25,"892,173"
18535,18900424,1,41,Metropolis Vívó Club Egyesület,1033 BUDAPEST APÁT UTCA 16. 4.em. 15.ajtó,"663,907",56,"658,638"
18536,18876842,1,5,Metropolita Egyesület,3600 ÓZD PÁZMÁNY ÚT 6.,"262,650",21,"694,841"
18537,18831580,1,16,METROPOLITAN - 2000 Alapítvány,5000 SZOLNOK KOSSUTH TÉR 10/C. II.em. 1.a.,"112,946",2,"3,137,389"
18538,18338300,1,14,METSZÉSVÖLGY KATALIKUS ALAPÍTVÁNY,8636 BALATONSZEMES FŐ UTCA 32.,"102,353",5,"1,137,256"
18539,18238183,1,43,MEZEI VIRÁG ÓVODAI ALAPÍTVÁNY,1222 BUDAPEST MEZŐ UTCA 33.,"76,662",6,"709,833"
18540,18568583,2,9,MEZEI-VILL. FC. Berettyóújfalu Egyesület,4100 BERETTYÓÚJFALU PUSKIN U. 12,"48,789",6,"451,750"
18541,18259955,1,43,MÉZESKALÁCS ALAPÍTVÁNY,1194 BUDAPEST KELET U. 8-12,"630,787",62,"565,221"
18542,19323725,1,8,Mézeskalács Jótékonysági Egyesület,9073 BŐNY MAGYAR UTCA 30.,"214,458",22,"541,561"
18543,18284483,1,13,Mézeskalácsház Családi Napközi és Játszóház Alapít,2330 DUNAHARASZTI HATÁR ÚT 53.,"61,420",6,"568,704"
18544,18209723,1,5,MÉZ-Miskolc Élő Zene Egyesület,3530 MISKOLC PAPSZER UTCA 48. 2.a.,"270,736",31,"485,190"
18545,18492484,1,7,MEZOKOMAROMI ALMA MATER ALAPITVANY,8137 MEZŐKOMÁROM KOSSUTH LAJOS UTCA 6.,"207,295",23,"500,713"
18546,18410923,2,5,MEZOKOVESDI KEZILABDA CLUB,3400 MEZŐKÖVESD KAVICSOS TÓ UTCA 9.,"398,881",36,"615,557"
18547,18489712,1,7,MEZOSZENTGYORGY KOZSEGERT KOZALAPITVANY,8133 MEZŐSZENTGYÖRGY KOSSUTH L UTCA 48.,"79,215",8,"550,104"
18548,19309682,1,10,Mező Darts Team Sportegyesület,3253 ISTENMEZEJE BÉKE ÚT 117.,"24,341",3,"450,759"
18549,18173266,1,42,"MEZŐ TANDEM Kulturális, Szociális, Oktatási, Szülői-Pedagógus Közhasznú Egyesület",1144 BUDAPEST OND VEZÉR PARK 5,"983,091",69,"791,539"
18550,18751897,1,4,Mezőberény Értékeiért Polgári Együttműködés Egyesület,5650 MEZŐBERÉNY SZENT ISTVÁN UTCA 1.,"33,257",3,"615,870"
18551,19977630,2,4,MEZÖBERÉNY VADÁSZTÁRSASÁG,5650 MEZŐBERÉNY LUTHER UTCA 23.,"231,858",26,"495,423"
18552,18393536,1,4,MEZŐBERÉNY VÁROS ÉS KÖRNYÉKE MOZGÁSKORLÁTOZOTTAINAK EGYESÜLETE,5650 MEZŐBERÉNY BÉKÉSI ÚT 3.,"73,814",9,"455,642"
18553,19052256,1,4,Mezőberényi Általános Iskola Diáksport Egyesület,5650 MEZŐBERÉNY PETŐFI ÚT 17-19.,"156,512",7,"1,242,159"
18554,18376050,1,4,MEZŐBERÉNYI ÁLTALÁNOS ISKOLÁS TANULÓKÉRT ALAPÍTVÁNY,5650 MEZŐBERÉNY PETŐFI S. UTCA 17-19.,"145,948",14,"579,159"
18555,18370212,1,4,MEZÖBERÉNYI ERDÉLYI KÖR,5650 MEZŐBERÉNY FŐ UTCA 4-6.,"55,746",8,"387,125"
18556,18392975,1,4,Mezőberényi Fúvószenekarért Egyesület,5650 MEZŐBERÉNY DEÁK FERENC UTCA 7.,"88,582",6,"820,204"
18557,18379981,1,4,Mezőberényi Gyermekfoci - Iskolai Labdarúgást Támogató Alapítvány,5650 MEZŐBERÉNY PETŐFI S. ÚT 9.,"87,126",8,"605,042"
18558,18394427,1,4,MEZŐBERÉNYI HELYTÖRTÉNETI ÉS TÁJVÉDELMI EGYESÜLET,5650 MEZŐBERÉNY FŐ ÚT 6.,"154,257",8,"1,071,229"
18559,19977946,1,4,Mezőberényi Horgászok Egyesülete,5650 MEZŐBERÉNY PETŐFI UTCA 8.,"60,303",9,"372,241"
18560,19329570,1,4,Mezőberényi Íjász és Hagyományörző Sportegyesület,5650 MEZŐBERÉNY KÖRÖSTARCSAI ÚT 58.,"19,924",3,"368,963"
18561,18655234,1,4,Mezőberényi Iskolatenisz Sportegyesület,5650 MEZŐBERÉNY PUSKIN UTCA 23.,"44,991",9,"277,722"
18562,19058582,1,4,Mezőberényi Kosárlabda Klub,5650 MEZŐBERÉNY LUTHER TÉR 1,"168,357",19,"492,272"
18563,18393756,1,4,Mezőberényi Kutyabarátok Egyesület,5650 MEZŐBERÉNY 5474 HRSZ. HRSZ 5474.,"818,632",90,"505,328"
18564,18848177,1,4,Mezőberényi Labdarúgó Egyesület,5650 MEZŐBERÉNY SPORT UTCA 1.,"94,232",9,"581,679"
18565,18522464,1,4,MEZŐBERÉNYI MALOM-FITNES DIÁK-SPORTEGYESÜLET,5650 MEZŐBERÉNY MARTINOVICS UTCA 2.,"281,074",42,"371,791"
18566,18875896,1,4,Mezőberényi Mentőállomás Alapítvány,5650 MEZŐBERÉNY FŐ ÚT 6.,"1,183,954",117,"562,181"
18567,19059741,1,4,MEZŐBERÉNYI NÉMET HAGYOMÁNYÁPOLÓ EGYESÜLET,5650 MEZŐBERÉNY ORLAI UTCA 3.,"155,784",15,"576,978"
18568,18624315,1,4,Mezőberényi Orlai Népfőiskola Egyesület,5650 MEZŐBERÉNY FŐ ÚT 6.,"46,654",8,"323,986"
18569,19061522,1,4,MEZÖBERÉNYI PETÖFI ÉS GOETHE ALAPITVÁNY,5650 MEZŐBERÉNY PETŐFI SÁNDOR UTCA 13-15.,"675,566",87,"431,396"
18570,18872044,1,4,Mezőberényi Petőfi Sándor Gimnázium Öregdiákok Baráti Köre Egyesület,5650 MEZŐBERÉNY PETŐFI UTCA 13-15.,"22,258",2,"618,278"
18571,18375815,1,4,Mezőberényi Polgárőr Egyesület,5650 MEZŐBERÉNY BÉKÉSI ÚT 3.,"15,737",2,"437,139"
18572,19312323,1,4,Mezőberényi Roma Családbarát Egyesület,5650 MEZŐBERÉNY VÉSZTŐI ÚT 90.,"5,363",1,"297,944"
18573,18377178,1,4,Mezőberényi Szlovákok Szervezete,5650 MEZŐBERÉNY JESZENSZKY U. 21,"447,499",39,"637,463"
18574,18373947,1,4,Mezőberényi Városszépítő és Városvédő Egyesület,5650 MEZŐBERÉNY FŐ ÚT 4-6.,"427,725",44,"540,057"
18575,18417212,1,5,Mezőcsát és Környéke Önkéntes Tűzoltó Egyesület,3450 MEZŐCSÁT SZENT ISTVÁN UTCA 38/A.,"140,375",19,"410,453"
18576,18445822,1,5,Mezőcsát és Térsége Egészségügyéért Alapítvány,3450 MEZŐCSÁT HŐSÖK TERE 33,"16,971",2,"471,417"
18577,18435713,1,5,MEZŐCSÁT KULTURÁJÁÉRT ALAPITVÁNY,3450 MEZŐCSÁT MUNKÁCSY UTCA 11.,"558,895",114,"272,366"
18578,18019474,1,5,Mezőcsát Népművészeti Egyesület,3450 MEZŐCSÁT DEÁK FERENC UTCA 10/B.,"528,136",58,"505,877"
18579,18422986,1,5,Mezőcsáti Általános Iskola Ifjúságáért Alapítvány,3450 MEZŐCSÁT SZENT ISTVÁN UTCA 35.,"693,839",100,"385,466"
18580,19140513,1,5,Mezőcsáti Színjátszó Egyesület,3450 MEZŐCSÁT SZENT ISTVÁN UTCA 21.,"106,695",15,"395,167"
18581,18335572,1,5,Mezőcsáti Tájházért Alapítvány,3450 MEZŐCSÁT MÁTYÁS KIRÁLY ÚT 37.,"567,852",39,"808,906"
18582,18846247,1,2,MEZŐDÉRT EGYESÜLET,7370 MEZŐD SÁGVÁRI UTCA 34.,"179,756",18,"554,802"
18583,18502112,1,7,MEZŐFALVA NAGYKÖZSÉG ÖNKÉNTES TŰZOLTÓ EGYESÜLET,2422 MEZŐFALVA KINIZSI U. 44,"764,033",78,"544,183"
18584,18147005,1,7,Mezőfalvi Mozgáskorlátozottakért Alapítvány,2422 MEZŐFALVA KINIZSI UTCA 44.,"130,465",19,"381,477"
18585,18148927,1,7,MEZŐFALVI NŐIKAR EGYESÜLET,2422 MEZŐFALVA JÓZSEF NÁDOR UTCA 13.,"297,780",24,"689,306"
18586,18485732,1,7,Mezőfalvi Polgárőrség,2422 MEZŐFALVA JÓZSEF NÁDOR RENDŐRSÉG UTCA 19.,"207,558",34,"339,147"
18587,19098337,2,7,MEZÖFÖLD NÉPFÖISKOLAI TÁRSASÁG,2434 HANTOS . HRSZ. 0165/7.,"99,456",10,"552,533"
18588,18500639,1,7,MEZŐFÖLD TERMÉSZETFOTÓ EGYESÜLET,2400 DUNAÚJVÁROS APÁCZAI CSERE JÁNOS U 11,"202,948",12,"939,574"
18589,18501733,1,7,MEZÖFÖLDI HÍD TÉRSÉGFELJESZTŐ EGYESÜLET,2422 MEZŐFALVA KINIZSI ÚT 44.,"50,947",4,"707,597"
18590,18432813,1,5,MEZŐGAZDASÁGI GÉPMUZEUMÉRT KÖZHASZNU ALAPITVÁNY,3400 MEZŐKÖVESD EÖTVÖS UTCA 32.,"241,748",23,"583,932"
18591,18171518,1,17,MEZŐGAZDASÁGI REPÜLÖK ÉRDEKVÉDELMI SZÖVETSÉGE,7143 ŐCSÉNY HRSZ HRSZ. 5.,"39,461",4,"548,069"
18592,18296549,1,4,Mezőhegyes Közbiztonságáért Polgárőr Egyesület,5820 MEZŐHEGYES RÓZSA UTCA 14/A.,"39,450",7,"313,095"
18593,18652846,1,4,Mezőhegyes Szakképzéséért Alapítvány,5820 MEZŐHEGYES KOZMA FERENC UTCA 30.,"89,545",7,"710,675"
18594,18384222,1,4,Mezőhegyes Városért Közalapítvány,5820 MEZŐHEGYES KOZMA FERENC UTCA 22.,"162,976",16,"565,889"
18595,18003431,1,4,Mezőhegyesi Állatvédők Egyesülete,5820 MEZŐHEGYES HUNYADI UTCA 6.,"896,667",102,"488,381"
18596,18392140,1,4,MEZŐHEGYESI GYÖNGYSZEMEK MAZSORETT EGYESÜLET,5820 MEZÖHEGYES BÉKE PARK 1,"64,879",7,"514,913"
18597,18370920,1,4,Mezőhegyesi Ménes Közhasznú Sportegyesület,5820 MEZŐHEGYES JUNG JÓZSEF TÉR 1.,"10,863",1,"603,500"
18598,18376445,1,4,Mezőhegyesi PLATÁN Sportegyesület,5820 MEZŐHEGYES KÓRHÁZ UTCA 36.,"7,268",1,"403,778"
18599,18872934,1,4,Mezőhegyesi Református Egyházközségért Egyesület,5820 MEZŐHEGYES CSOKONAI UTCA 5.,"69,179",8,"480,410"
18600,19976457,1,4,Mezőhegyesi Sportegyesület,5820 MEZŐHEGYES KOZMA F. UTCA 22.,"108,775",7,"863,294"
18601,19330460,1,5,MEZŐKERESZTES ÓVODÁSAIÉRT ALAPÍTVÁNY,3441 MEZŐKERESZTES JÓZSEF ATTILA U. 3,"201,300",25,"447,333"
18602,19916130,1,5,Mezőkeresztes Városi Sport Egyesülete,3441 MEZŐKERESZTES KOSSUTH UTCA 19.,"308,671",36,"476,344"
18603,18425075,1,5,Mezőkeresztesért Közalapítvány,3441 MEZŐKERESZTES DÓZSA GY. UTCA 30.,"202,759",17,"662,611"
18604,18439731,1,5,"MEZŐKERESZTESI FÉRFIKÓRUS, KAMARAEGYÜTTES ÉS CITERAZENEKAR EGYESÜLET",3441 MEZŐKERESZTES DÓZSA GY. UTCA 30.,"346,704",29,"664,184"
18605,19337577,1,5,Mezőkeresztesi Lovas Barátok Egyesület,3441 MEZŐKERESZTES DÓZSA GYÖRGY UTCA 30.,"182,559",19,"533,798"
18606,18733066,1,4,Mezőkovácsházi Atlétikai Szabadidő Klub,5800 MEZŐKOVÁCSHÁZA ÁRPÁD UTCA 216-2.,"1,345,610",195,"383,365"
18607,18372245,1,4,MEZŐKOVÁCSHÁZI MENTŐALAPITVÁNY,5800 MEZŐKOVÁCSHÁZA ÁRPÁD UTCA 167.,"2,092,014",240,"484,263"
18608,18392920,1,4,Mezőkovácsházi Szivárvány Egyesület,5800 MEZŐKOVÁCSHÁZA ALKOTMÁNY ÚT 63.,"95,386",6,"883,204"
18609,19976426,1,4,MEZŐKOVÁCSHÁZI TORNA EGYLET,5800 MEZŐKOVÁCSHÁZA ALKOTMÁNY UTCA 60.,"109,658",10,"609,211"
18610,18901944,1,4,Mezőkovácsházi Zöld Városgondnokság Egyesület,5800 MEZŐKOVÁCSHÁZA ÁRPÁD UTCA 176.,"5,919",1,"328,833"
18611,18426272,1,5,Mezőkövesd és környéke Lakosságának Egészségéért Alapítvány,3400 MEZŐKÖVESD MÁTYÁS KIRÁLY UTCA 75.,"181,543",7,"1,440,817"
18612,18447082,1,5,Mezőkövesd Könyvtáráért Alapítvány,3400 MEZŐKÖVESD MADÁCH UTCA 1.,"127,122",10,"706,233"
18613,19916147,2,5,Mezőkövesd Zsóry Sportegyesület,3400 MEZŐKÖVESD SZÉCHENYI UTCA 9.,"174,773",11,"882,692"
18614,19330051,1,5,Mezőkövesdi Gondozási Közhasznú Alapítvány,3400 MEZŐKÖVESD DAMJANICH UTCA 2.,"156,562",12,"724,824"
18615,18443844,1,5,MEZŐKÖVESDI MÜVELŐDÉSI KÖZALAPITVÁNY,3400 MEZŐKÖVESD SZENT LÁSZLÓ TÉR 24.,"159,307",15,"590,026"
18616,18430945,1,5,Mezőkövesdi Színészeti Egyesület,3400 MEZŐKÖVESD SZENT LÁSZLÓ TÉR 24.,"158,735",7,"1,259,802"
18617,18925386,1,19,Mezőlaki Iskoláért Alapítvány,8514 MEZŐLAK ADY E. UTCA 41.,"282,530",26,"603,697"
18618,19366597,1,4,MezőMancsok Állatvédő Egyesület,5800 MEZŐKOVÁCSHÁZA SZABADSÁG UTCA 70.,"2,702,110",276,"543,903"
18619,18394719,1,4,MEZŐMEGYER SPORTJÁÉRT EGYESÜLET,5600 BÉKÉSCSABA VÁCI MIHÁLY U. 9,"59,382",9,"366,556"
18620,18383733,1,4,MEZŐMEGYERI KISMACKÓK ALAPITVÁNY,5600 BÉKÉSCSABA FŐ UTCA 8.,"223,377",30,"413,661"
18621,19332761,1,5,MEZŐNAGYMIHÁLY POLGÁRŐR EGYESÜLET,3443 MEZŐNAGYMIHÁLY KOSSUTH U. 73,"24,172",2,"671,444"
18622,18431032,1,5,Mezőnyárád Polgárőr Egyesület,3421 MEZŐNYÁRÁD SZENT ISTVÁN KIRÁLY UTCA 105.,"79,177",7,"628,389"
18623,18420142,1,5,Mezőnyárád Sportegyesület,3421 MEZŐNYÁRÁD SZENT ISTVÁN KIRÁLY ÚT 75.,"57,681",6,"534,083"
18624,18223691,1,5,Mezőnyárádi Faluszépítő Egyesület,3421 MEZŐNYÁRÁD SZENT ISTVÁN KIRÁLY ÚT 105.,"110,304",12,"510,667"
18625,19336909,1,5,Mezőnyárádi Gyermekekért Alapítvány,3421 MEZŐNYÁRÁD SZT.ISTVÁN KIRÁLY ÚT 75,"398,870",37,"598,904"
18626,18987681,1,8,MEZŐÖRS FEJLŐDÉSÉÉRT EGYESÜLET,9097 MEZŐÖRS HUNYADI UTCA 23.,"62,219",9,"384,068"
18627,19106496,1,8,Mezőörs Községért Sport és Kulturális Egyesület,9097 MEZŐÖRS . HRSZ 196/7/A.,"23,539",2,"653,861"
18628,18499917,1,7,MEZŐSÉG BÉRKILÖVŐ VADÁSZTÁRSASÁG DUNAÚJVÁROS,2458 KULCS ARANY J. UTCA 229.,"203,678",17,"665,614"
18629,18366422,1,20,Mezőségi Őrzőkör Közhasznú Alapítvány,8315 GYENESDIÁS AVAR VEZÉR UTCA 26.,"174,376",8,"1,210,944"
18630,18312595,1,2,Mezőszél utcai Óvoda Óvodásaiért Alapítvány,7623 PÉCS MEZŐSZÉL UTCA 2.,"282,944",28,"561,397"
18631,18573848,1,10,MEZÖSZEMERE ÉS EGERFARMOS KÖZSÉGEK A TEHETSÉGEKÉRT,3378 MEZŐSZEMERE SZABADSÁG U. 127,"18,534",1,"1,029,667"
18632,18582042,1,10,MEZŐSZEMEREI CIVIL EGYESÜLET,3378 MEZŐSZEMERE MÁJUS 1. ÚT 36.,"55,174",4,"766,306"
18633,18647725,1,10,Mezőszemerei Kéknefelejcs Hagyományőrző Egyesület,3378 MEZŐSZEMERE SZABADSÁG ÚT 109.,"25,701",3,"475,944"
18634,18592522,1,10,MEZŐSZEMEREI POLGÁRŐR EGYESÜLET,3378 MEZŐSZEMERE MÁJUS 1 ÚT 36,"51,402",6,"475,944"
18635,18503560,1,7,Mezőszentgyörgyi Amatőr Színjátszó Kör Egyesület,8133 MEZŐSZENTGYÖRGY EÖTVÖS ÚT 17.,"242,396",35,"384,756"
18636,18507069,1,7,Mezőszentgyörgyi Ifjúsági és Táncegyesület,8133 MEZŐSZENTGYÖRGY EÖTVÖS UTCA 17.,"129,856",11,"655,838"
18637,18497362,1,7,Mezőszentgyörgyi Polgárőr Egyesület,8133 MEZŐSZENTGYÖRGY EÖTVÖS U. 27,"90,121",6,"834,454"
18638,19224444,1,7,Mezőszilasi Hagyományőrző és Faluvédő Egyesület,7017 MEZŐSZILAS KÍGYÓ UTCA 3.,"356,658",47,"421,582"
18639,18500529,1,7,MEZŐSZILASI IDŐSEK OTTHONA KÖZÖSSÉGÉÉRT ALAPÍTVÁNY,7017 MEZŐSZILAS TÁBOR UTCA 7.,"130,856",13,"559,214"
18640,18580105,1,10,MEZŐTÁRKÁNY MŰVELŐDÉSÉÉRT KÖZALAPÍTVÁNY,3375 MEZŐTÁRKÁNY KOSSUTH U. 81,"113,079",7,"897,452"
18641,19221764,1,16,Mezőtúr Művészeti Közalapítványa,5400 MEZŐTÚR SZABADSÁG TÉR 17.,"46,585",8,"323,507"
18642,18828258,1,16,Mezőtúr Város Katolikus Iskolájáért,5400 MEZŐTÚR KÖNYVES K. ÚT 3.,"425,816",41,"576,986"
18643,19223773,1,16,MEZŐTÚR VÁROS KORHÁZ-RENDELŐINTÉZET FEJLESZTÉSÉÉRT KÖZALAPÍTVÁNY,5400 MEZŐTÚR KOSSUTH TÉR 1.,"1,354,019",136,"553,112"
18644,19219347,1,16,Mezőtúr Város Sportjáért Alapítvány,5400 MEZŐTÚR SZOLNOKI ÚT 15.,"77,374",9,"477,617"
18645,19866750,1,16,Mezőtúri AFC Spartacus SE,5400 MEZŐTÚR SZOLNOKI ÚT 15.,"518,812",57,"505,665"
18646,19867366,1,16,Mezőtúri Horgász Egyesület,5400 MEZŐTÚR ALSÓRÉSZI VÍZKÖZ UTCA 430.,"251,640",29,"482,069"
18647,14847284,2,16,Mezőtúri Közművelődési és Sport Közhasznú Nonprofit Korlátolt Felelősségű Társaság,5400 MEZŐTÚR SZABADSÁG TÉR 17. (KÖZÖSSÉGI HÁZ),"48,248",8,"335,056"
18648,18835278,1,16,Mezőtúri Mérnökök Baráti Köre Egyesület,5400 MEZŐTÚR PETŐFI TÉR 1.,"312,038",20,"866,772"
18649,18830170,1,16,Mezőtúri Szivárvány Népzenei Egyesület,5400 MEZŐTÚR DAMJANICH UTCA 48.,"433,601",54,"446,092"
18650,19279004,1,16,Mezőtúri Úszó- és Vizilabda Sportegyeselület,5400 MEZŐTÚR BAJCSY-ZSILINSZKY UTCA 18.,"681,876",73,"518,932"
18651,18146406,1,16,Mezőtúri Wing Chun Kung Fu Harcművészeti Sportegyesület,5400 MEZŐTÚR MUNKÁS ÚT 22.,"355,185",41,"481,280"
18652,18832079,1,16,Mezőtúriak a Holnapért 2001 Alapítvány,5400 MEZŐTÚR PÉTERY K. UTCA 3.,"56,225",4,"780,903"
18653,19330044,1,5,MEZŐZOMBOR POLGÁRŐR EGYESÜLET,3931 MEZŐZOMBOR ÁRPÁD U. 11,"39,200",2,"1,088,889"
18654,18428528,1,5,Mezőzombori Görögkatolikusokért Alapítvány,3931 MEZŐZOMBOR SZÉCHENYI UTCA 15.,"173,195",19,"506,418"
18655,18151170,1,10,MFS Sportlövő Egyesület,3300 EGER CIFRAKAPU TÉR 22. 1.EM. 8.AJTÓ,"216,310",13,"924,402"
18656,18524909,1,15,MG-sek Hagyományőrző Egyesület,4400 NYÍREGYHÁZA KÓRHÁZ UTCA 9. 3.em. 12.ajtó,"494,746",27,"1,017,996"
18657,18131983,1,41,MHMC MAGYAR HANGSZERMIVES CÉH KÖZHASZNÚ EGYESÜLET,1039 BUDAPEST BARÁTPATAK U 6/B,"7,101",1,"394,500"
18658,18388130,1,4,Mi egy Másért - Gyulai Gyermekekért és Ifjúságért Közhasznú  Egyesület,5700 GYULA TÖRÖK IGNÁC UTCA 8.,"245,979",29,"471,224"
18659,18554810,1,9,Mi Érted Élünk  Egyesület,4080 HAJDÚNÁNÁS KÖZTÁRSASÁG TÉR 16,"933,842",103,"503,690"
18660,19296755,1,41,MI HÁRMAN A NÉMETJUHÁSZOKÉRT ALAPÍTVÁNY,1029 BUDAPEST FEKETERIGÓ UTCA 14/B.,"1,544,995",124,"692,202"
18661,18814059,1,15,MI KIS FALUNK HELYTÖRTÉNETI ÉS KÖZSÉGSZÉPÍTŐ EGYESÜLET,4564 NYIRMADA ADY E. ÚT 9,"826,215",108,"425,008"
18662,18912078,1,2,Mi Megmutatjuk! Alapítvány,7940 SZENTLŐRINC KODÁLY ZOLTÁN UTCA 1/B.,"464,962",48,"538,150"
18663,19677794,1,43,"Mi Óvodánk Alapítvány ""megszűnt""",1203 BUDAPEST JÁNOS U. 2,"13,511",1,"750,611"
18664,18465789,1,6,Mi Óvodánk Alapítvány Szatymaz,6763 SZATYMAZ JÓZSEF ATTILA UTCA 3.,"999,552",138,"402,396"
18665,18217177,1,8,Mi Világunk Alapítvány,9181 KIMLE CSEREGLE UTCA 14.,"40,024",8,"277,944"
18666,18686634,1,13,MIAMI SPORTTÁNC EGYESÜLET,2600 VÁC VÁM UTCA 14. IX.em. 2.a.,"146,989",16,"510,378"
18667,18317741,1,2,MIASSZONYUNK REND MINDENKINEK HASZNÁLNI ÓVODA ALAPÍTVÁNY,7621 PÉCS APÁCA U. 21,"191,901",25,"426,447"
18668,19668222,1,43,MIASSZONYUNKRÓL NEVEZETT SZEGÉNY ISKOLANŐVÉREK DIÁKJAINAK ORSZÁGOS SZÖVETSÉGE,1092 BUDAPEST KNÉZITS UTCA 5-7.,"27,072",2,"752,000"
18669,18671829,1,13,MICIMACKÓ  Alapítvány,2766 TÁPIÓSZELE SOMOGYI BÉLA UTCA 1.,"365,483",53,"383,106"
18670,18327623,1,2,MICIMACKÓ ALAPÍTVÁNY,7900 SZIGETVÁR DÓZSA GYÖRGY UTCA 11.,"256,673",44,"324,082"
18671,18351466,1,3,Micimackó Alapítvány,6087 DUNAVECSE ZRÍNYI UTCA 6.,"216,885",19,"634,167"
18672,19677189,1,43,Micimackó Alapítvány,1222 BUDAPEST KERESZT UTCA 4.,"433,989",33,"730,621"
18673,18354359,1,3,Micimackó Alapítvány,6131 SZANK BÉKE UTCA 27.,"263,659",38,"385,466"
18674,19164577,1,42,Micimackó Barátai Alapítvány,1172 BUDAPEST DIADAL UTCA 58-64.,"270,770",25,"601,711"
18675,18704826,1,13,MICIMACKÓ ÓVODÁÉRT ALAPITVÁNY,2120 DUNAKESZI VASÚT UTCA 14.,"266,115",17,"869,657"
18676,18081967,1,41,MICIMACKÓ VÁRADI U. I.OVÓDA GYERMEKEIT TÁMOGATÓ ALAPITVÁNY,1035 BUDAPEST VÁRADI UTCA 9-11.,"172,147",13,"735,671"
18677,18266779,1,43,Micimackó-kuckója Óvodáért Alapítvány,1192 BUDAPEST SZEMERE KÖZ 3/1,"100,847",8,"700,326"
